workingLocations,job_major,January,February,March,April_Prediction,April_Model_Prediction
Đắk Lắk,Bảo hiểm,0.0,1.0,0.0,1,1
Đắk Lắk,Bất Động Sản/Cho thuê,1.0,0.0,1.0,1,1
Đắk Lắk,Hàng tiêu dùng,1.0,0.0,1.0,1,1
Đắk Lắk,Ngân hàng,0.0,5.0,0.0,6,6
Đắk Lắk,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,1.0,0.0,1,1
Đắk Lắk,Sản xuất,1.0,0.0,0.0,1,1
Đắk Nông,Hàng tiêu dùng,3.0,0.0,0.0,4,4
Đồng Nai,Bao bì/In ấn/Dán nhãn,1.0,0.0,1.0,1,1
Đồng Nai,Bán lẻ/Bán sỉ,5.0,1.0,3.0,6,6
Đồng Nai,Bất Động Sản/Cho thuê,0.0,0.0,1.0,1,1
Đồng Nai,Cung cấp nhân lực,1.0,0.0,0.0,1,1
Đồng Nai,Cơ khí/Máy móc/Thiết bị công nghiệp,11.0,3.0,1.0,13,15
Đồng Nai,Dược phẩm,0.0,0.0,2.0,3,3
Đồng Nai,Dệt may/May mặc/Giày dép,25.0,2.0,8.0,20,23
Đồng Nai,Dịch vụ Y tế/Chăm sóc sức khỏe,1.0,0.0,0.0,2,2
Đồng Nai,Dịch vụ kho bãi,1.0,0.0,0.0,2,2
Đồng Nai,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,18.0,1.0,0.0,22,24
Đồng Nai,Dịch vụ môi trường/Chất thải,0.0,0.0,1.0,2,2
Đồng Nai,Giáo dục/Đào Tạo,2.0,3.0,0.0,5,5
Đồng Nai,Hoá chất/Hoá sinh,2.0,1.0,3.0,4,4
Đồng Nai,Hàng tiêu dùng,16.0,3.0,7.0,19,19
Đồng Nai,Hậu cần/Giao nhận,5.0,1.0,0.0,8,7
Đồng Nai,Hệ thống CNTT & Thiết bị,0.0,0.0,1.0,2,2
Đồng Nai,Khai khoáng/Dầu khí,0.0,2.0,0.0,2,2
Đồng Nai,Kiến trúc/Thiết kế nội thất,3.0,0.0,1.0,4,4
Đồng Nai,Kế toán/Kiểm toán,1.0,0.0,0.0,1,1
Đồng Nai,Kỹ thuật xây dựng/Cơ sở hạ tầng,12.0,1.0,5.0,19,18
Đồng Nai,Ngân hàng,5.0,0.0,3.0,6,6
Đồng Nai,Nhập khẩu/Xuất khẩu,2.0,4.0,0.0,4,4
Đồng Nai,Nhựa & Cao su,4.0,0.0,5.0,4,6
Đồng Nai,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,4.0,1.0,1.0,5,5
Đồng Nai,Nội thất/Gỗ,7.0,0.0,0.0,8,8
Đồng Nai,Sản xuất,49.0,7.0,10.0,59,49
Đồng Nai,Thú y,2.0,0.0,0.0,2,2
Đồng Nai,Tài Chính,3.0,0.0,1.0,5,5
Đồng Nai,Viễn thông,1.0,0.0,0.0,1,1
Đồng Nai,Vận tải,0.0,1.0,2.0,2,2
Đồng Nai,Vật liệu xây dựng,2.0,0.0,1.0,2,2
Đồng Nai,Ô tô,0.0,0.0,1.0,1,1
Đồng Nai,Điện/Điện tử,5.0,1.0,6.0,7,7
Đồng Tháp,Bán lẻ/Bán sỉ,1.0,0.0,0.0,1,1
Đồng Tháp,Bất Động Sản/Cho thuê,1.0,0.0,0.0,1,1
Đồng Tháp,Dược phẩm,1.0,0.0,0.0,2,2
Đồng Tháp,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,0.0,1.0,2,2
Đồng Tháp,Hàng tiêu dùng,0.0,0.0,1.0,1,1
Đồng Tháp,Ngân hàng,7.0,1.0,0.0,8,8
Đồng Tháp,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,1.0,0.0,0.0,1,1
Đồng Tháp,Sản xuất,0.0,0.0,2.0,2,2
An Giang,Bán lẻ/Bán sỉ,0.0,17.0,3.0,20,19
An Giang,Khác,0.0,1.0,1.0,1,1
An Giang,Ngân hàng,0.0,5.0,4.0,6,6
An Giang,Truyền thông/Báo chí/Quảng cáo,0.0,1.0,0.0,1,1
Bà Rịa-Vũng Tàu,Bán lẻ/Bán sỉ,0.0,24.0,18.0,29,31
Bà Rịa-Vũng Tàu,Bất Động Sản/Cho thuê,0.0,0.0,1.0,1,1
Bà Rịa-Vũng Tàu,Chuỗi cung ứng,0.0,7.0,1.0,11,10
Bà Rịa-Vũng Tàu,Cung cấp nhân lực,0.0,8.0,1.0,10,10
Bà Rịa-Vũng Tàu,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,62.0,2.0,74,58
Bà Rịa-Vũng Tàu,Dược phẩm,0.0,4.0,0.0,6,6
Bà Rịa-Vũng Tàu,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,1.0,0.0,2,2
Bà Rịa-Vũng Tàu,Dịch vụ kho bãi,0.0,1.0,0.0,2,2
Bà Rịa-Vũng Tàu,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0.0,2.0,0.0,2,2
Bà Rịa-Vũng Tàu,Dịch vụ môi trường/Chất thải,0.0,2.0,0.0,3,3
Bà Rịa-Vũng Tàu,Giáo dục/Đào Tạo,0.0,1.0,12.0,19,18
Bà Rịa-Vũng Tàu,Hoá chất/Hoá sinh,0.0,4.0,2.0,5,5
Bà Rịa-Vũng Tàu,Hậu cần/Giao nhận,0.0,0.0,1.0,2,2
Bà Rịa-Vũng Tàu,Hệ thống CNTT & Thiết bị,0.0,0.0,1.0,2,2
Bà Rịa-Vũng Tàu,Khai khoáng/Dầu khí,0.0,4.0,1.0,3,4
Bà Rịa-Vũng Tàu,Khác,0.0,13.0,10.0,13,14
Bà Rịa-Vũng Tàu,Kiến trúc/Thiết kế nội thất,0.0,4.0,1.0,5,5
Bà Rịa-Vũng Tàu,Kế toán/Kiểm toán,0.0,13.0,1.0,12,16
Bà Rịa-Vũng Tàu,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,2.0,0.0,3,3
Bà Rịa-Vũng Tàu,Luật/Dịch vụ pháp lý,0.0,2.0,1.0,2,2
Bà Rịa-Vũng Tàu,Ngân hàng,0.0,8.0,1.0,10,10
Bà Rịa-Vũng Tàu,Sản xuất,0.0,5.0,1.0,6,6
Bà Rịa-Vũng Tàu,Thương mại điện tử,0.0,0.0,1.0,2,2
Bà Rịa-Vũng Tàu,Truyền thông/Báo chí/Quảng cáo,0.0,6.0,2.0,5,5
Bà Rịa-Vũng Tàu,Điện/Điện tử,0.0,9.0,2.0,11,11
Bình Dương,Bao bì/In ấn/Dán nhãn,0.0,1.0,1.0,1,1
Bình Dương,Bán lẻ/Bán sỉ,0.0,42.0,29.0,50,51
Bình Dương,Bảo hiểm,0.0,1.0,0.0,1,1
Bình Dương,Bất Động Sản/Cho thuê,0.0,1.0,0.0,1,1
Bình Dương,Chuỗi cung ứng,0.0,8.0,4.0,13,12
Bình Dương,Chứng khoán,0.0,0.0,1.0,1,1
Bình Dương,Cung cấp nhân lực,0.0,24.0,15.0,29,30
Bình Dương,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,50.0,22.0,60,62
Bình Dương,Dược phẩm,0.0,4.0,0.0,6,6
Bình Dương,Dệt may/May mặc/Giày dép,0.0,7.0,0.0,6,7
Bình Dương,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,3.0,1.0,5,4
Bình Dương,Dịch vụ kho bãi,0.0,0.0,1.0,2,2
Bình Dương,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0.0,6.0,1.0,7,7
Bình Dương,Dịch vụ môi trường/Chất thải,0.0,2.0,4.0,6,5
Bình Dương,Giáo dục/Đào Tạo,0.0,6.0,6.0,10,9
Bình Dương,Hoá chất/Hoá sinh,0.0,18.0,11.0,22,22
Bình Dương,Hậu cần/Giao nhận,0.0,3.0,3.0,5,4
Bình Dương,Hệ thống CNTT & Thiết bị,0.0,0.0,1.0,2,2
Bình Dương,Khác,0.0,20.0,20.0,20,25
Bình Dương,Kiến trúc/Thiết kế nội thất,0.0,8.0,0.0,10,10
Bình Dương,Kế toán/Kiểm toán,0.0,19.0,5.0,17,19
Bình Dương,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,8.0,0.0,13,12
Bình Dương,Luật/Dịch vụ pháp lý,0.0,5.0,1.0,6,6
Bình Dương,Nghiên cứu,0.0,1.0,1.0,1,1
Bình Dương,Nghệ thuật/Giải trí,0.0,6.0,5.0,7,7
Bình Dương,Ngân hàng,0.0,14.0,6.0,17,17
Bình Dương,Nhập khẩu/Xuất khẩu,0.0,2.0,2.0,2,2
Bình Dương,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,1.0,1,1
Bình Dương,Nội thất/Gỗ,0.0,6.0,1.0,7,7
Bình Dương,Phần Mềm CNTT/Dịch vụ Phần mềm,0.0,5.0,1.0,8,7
Bình Dương,Sản xuất,0.0,28.0,8.0,34,33
Bình Dương,Thú y,0.0,2.0,0.0,2,2
Bình Dương,Thương mại điện tử,0.0,1.0,0.0,2,2
Bình Dương,Truyền thông/Báo chí/Quảng cáo,0.0,17.0,11.0,15,17
Bình Dương,Tài Chính,0.0,1.0,0.0,2,2
Bình Dương,Viễn thông,0.0,0.0,1.0,1,1
Bình Dương,Điện/Điện tử,0.0,24.0,8.0,29,30
Bình Phước,Bán lẻ/Bán sỉ,0.0,12.0,5.0,14,14
Bình Phước,Bất Động Sản/Cho thuê,0.0,1.0,0.0,1,1
Bình Phước,Cung cấp nhân lực,0.0,2.0,0.0,2,2
Bình Phước,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,3.0,4.0,5,4
Bình Phước,Dịch vụ môi trường/Chất thải,0.0,0.0,1.0,2,2
Bình Phước,Khác,0.0,0.0,2.0,2,2
Bình Phước,Kế toán/Kiểm toán,0.0,1.0,0.0,1,1
Bình Phước,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Bình Phước,Ngân hàng,0.0,2.0,0.0,2,2
Bình Phước,Thú y,0.0,1.0,0.0,1,1
Bình Phước,Truyền thông/Báo chí/Quảng cáo,0.0,0.0,1.0,1,1
Bình Thuận,Bán lẻ/Bán sỉ,0.0,7.0,8.0,10,11
Bình Thuận,Bảo hiểm,0.0,1.0,0.0,1,1
Bình Thuận,Bất Động Sản/Cho thuê,0.0,0.0,1.0,1,1
Bình Thuận,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,2.0,0.0,2,2
Bình Thuận,Kiến trúc/Thiết kế nội thất,0.0,2.0,0.0,2,2
Bình Thuận,Kế toán/Kiểm toán,0.0,1.0,0.0,1,1
Bình Thuận,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,1.0,1.0,2,2
Bình Thuận,Ngân hàng,0.0,2.0,0.0,2,2
Bình Thuận,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,2.0,2,2
Bình Thuận,Truyền thông/Báo chí/Quảng cáo,0.0,0.0,2.0,2,2
Bình Thuận,Điện/Điện tử,0.0,3.0,1.0,4,4
Bình Định,Bán lẻ/Bán sỉ,0.0,12.0,2.0,14,14
Bình Định,Bảo hiểm,0.0,2.0,0.0,2,2
Bình Định,Chuỗi cung ứng,0.0,1.0,0.0,2,2
Bình Định,Cung cấp nhân lực,0.0,2.0,0.0,2,2
Bình Định,Dược phẩm,0.0,1.0,1.0,2,2
Bình Định,Khác,0.0,1.0,0.0,1,1
Bình Định,Kế toán/Kiểm toán,0.0,0.0,1.0,1,1
Bình Định,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,0.0,1.0,2,2
Bình Định,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Bình Định,Ngân hàng,0.0,4.0,1.0,5,5
Bình Định,Nội thất/Gỗ,0.0,0.0,1.0,1,1
Bình Định,Sản xuất,0.0,1.0,1.0,1,1
Bình Định,Truyền thông/Báo chí/Quảng cáo,0.0,2.0,0.0,2,2
Bạc Liêu,Bán lẻ/Bán sỉ,0.0,4.0,2.0,5,5
Bạc Liêu,Bất Động Sản/Cho thuê,0.0,1.0,0.0,1,1
Bạc Liêu,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,0.0,1.0,1,1
Bạc Liêu,Khác,0.0,1.0,1.0,1,1
Bạc Liêu,Kiến trúc/Thiết kế nội thất,0.0,1.0,0.0,1,1
Bạc Liêu,Ngân hàng,0.0,1.0,1.0,1,1
Bạc Liêu,Truyền thông/Báo chí/Quảng cáo,0.0,0.0,1.0,1,1
Bạc Liêu,Điện/Điện tử,0.0,1.0,0.0,1,1
Bắc Giang,Bán lẻ/Bán sỉ,0.0,18.0,5.0,22,22
Bắc Giang,Cung cấp nhân lực,0.0,2.0,0.0,2,2
Bắc Giang,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,2.0,2.0,2,2
Bắc Giang,Giáo dục/Đào Tạo,0.0,1.0,2.0,3,3
Bắc Giang,Hoá chất/Hoá sinh,0.0,0.0,1.0,1,1
Bắc Giang,Khác,0.0,2.0,1.0,2,2
Bắc Giang,Kiến trúc/Thiết kế nội thất,0.0,0.0,3.0,4,4
Bắc Giang,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,3.0,2.0,5,5
Bắc Giang,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Bắc Giang,Ngân hàng,0.0,0.0,1.0,1,1
Bắc Giang,Truyền thông/Báo chí/Quảng cáo,0.0,0.0,1.0,1,1
Bắc Giang,Điện/Điện tử,0.0,0.0,3.0,4,4
Bắc Kạn,Bán lẻ/Bán sỉ,0.0,3.0,0.0,4,4
Bắc Kạn,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Bắc Ninh,Bán lẻ/Bán sỉ,0.0,25.0,11.0,30,31
Bắc Ninh,Bảo hiểm,0.0,4.0,0.0,5,5
Bắc Ninh,Chuỗi cung ứng,0.0,1.0,1.0,2,2
Bắc Ninh,Cung cấp nhân lực,0.0,9.0,2.0,11,11
Bắc Ninh,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,10.0,3.0,12,12
Bắc Ninh,Dược phẩm,0.0,1.0,0.0,2,2
Bắc Ninh,Giáo dục/Đào Tạo,0.0,3.0,1.0,5,5
Bắc Ninh,Hoá chất/Hoá sinh,0.0,2.0,0.0,2,2
Bắc Ninh,Hậu cần/Giao nhận,0.0,1.0,1.0,2,2
Bắc Ninh,Hệ thống CNTT & Thiết bị,0.0,1.0,0.0,2,2
Bắc Ninh,Khác,0.0,7.0,4.0,7,7
Bắc Ninh,Kiến trúc/Thiết kế nội thất,0.0,1.0,0.0,1,1
Bắc Ninh,Kế toán/Kiểm toán,0.0,6.0,0.0,5,6
Bắc Ninh,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,3.0,2.0,5,5
Bắc Ninh,Luật/Dịch vụ pháp lý,0.0,3.0,0.0,4,4
Bắc Ninh,Nghệ thuật/Giải trí,0.0,3.0,0.0,4,4
Bắc Ninh,Ngân hàng,0.0,0.0,1.0,1,1
Bắc Ninh,Phần Mềm CNTT/Dịch vụ Phần mềm,0.0,2.0,0.0,3,3
Bắc Ninh,Sản xuất,0.0,3.0,2.0,4,4
Bắc Ninh,Truyền thông/Báo chí/Quảng cáo,0.0,1.0,2.0,2,2
Bắc Ninh,Điện/Điện tử,0.0,2.0,2.0,2,2
Bến Tre,Bán lẻ/Bán sỉ,0.0,5.0,2.0,6,6
Bến Tre,Chuỗi cung ứng,0.0,1.0,0.0,2,2
Bến Tre,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,0.0,2.0,2,2
Bến Tre,Dệt may/May mặc/Giày dép,0.0,0.0,2.0,2,2
Bến Tre,Hoá chất/Hoá sinh,0.0,0.0,2.0,2,2
Bến Tre,Khác,0.0,1.0,2.0,2,2
Bến Tre,Kế toán/Kiểm toán,0.0,0.0,1.0,1,1
Bến Tre,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,0.0,1.0,2,2
Bến Tre,Ngân hàng,0.0,1.0,0.0,1,1
Bến Tre,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,1.0,1,1
Bến Tre,Sản xuất,0.0,0.0,1.0,1,1
Bến Tre,Truyền thông/Báo chí/Quảng cáo,0.0,1.0,2.0,2,2
Bến Tre,Điện/Điện tử,0.0,1.0,0.0,1,1
Cao Bằng,Bán lẻ/Bán sỉ,0.0,7.0,0.0,8,8
Cao Bằng,Bảo hiểm,0.0,1.0,0.0,1,1
Cao Bằng,Cung cấp nhân lực,0.0,1.0,0.0,1,1
Cao Bằng,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,1.0,0.0,1,1
Cà Mau,Bán lẻ/Bán sỉ,0.0,6.0,2.0,7,7
Cà Mau,Khác,0.0,1.0,1.0,1,1
Cà Mau,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Cà Mau,Ngân hàng,0.0,3.0,1.0,4,4
Cần Thơ,Bán lẻ/Bán sỉ,0.0,20.0,6.0,24,24
Cần Thơ,Bảo hiểm,0.0,0.0,1.0,1,1
Cần Thơ,Chuỗi cung ứng,0.0,1.0,1.0,2,2
Cần Thơ,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,1.0,0.0,1,1
Cần Thơ,Dệt may/May mặc/Giày dép,0.0,1.0,0.0,1,1
Cần Thơ,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,2.0,1.0,3,3
Cần Thơ,Dịch vụ môi trường/Chất thải,0.0,1.0,0.0,2,2
Cần Thơ,Giáo dục/Đào Tạo,0.0,1.0,0.0,2,2
Cần Thơ,Hoá chất/Hoá sinh,0.0,3.0,0.0,4,4
Cần Thơ,Hậu cần/Giao nhận,0.0,0.0,1.0,2,2
Cần Thơ,Khác,0.0,3.0,4.0,4,4
Cần Thơ,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Cần Thơ,Ngân hàng,0.0,6.0,2.0,7,7
Cần Thơ,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,1.0,1.0,1,1
Cần Thơ,Truyền thông/Báo chí/Quảng cáo,0.0,4.0,1.0,4,4
Cần Thơ,Điện/Điện tử,0.0,1.0,0.0,1,1
Gia Lai,Bán lẻ/Bán sỉ,0.0,9.0,1.0,11,11
Gia Lai,Bảo hiểm,0.0,2.0,0.0,2,2
Gia Lai,Bất Động Sản/Cho thuê,0.0,0.0,1.0,1,1
Gia Lai,Cung cấp nhân lực,0.0,2.0,0.0,2,2
Gia Lai,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,1.0,0.0,1,1
Gia Lai,Hoá chất/Hoá sinh,0.0,1.0,0.0,1,1
Gia Lai,Khác,0.0,1.0,0.0,1,1
Gia Lai,Kế toán/Kiểm toán,0.0,1.0,0.0,1,1
Gia Lai,Ngân hàng,0.0,1.0,1.0,1,1
Gia Lai,Điện/Điện tử,0.0,1.0,1.0,1,1
Hà Giang,Bán lẻ/Bán sỉ,0.0,2.0,1.0,2,2
Hà Giang,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,0.0,2.0,2,2
Hà Giang,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,3.0,4,4
Hà Giang,Truyền thông/Báo chí/Quảng cáo,0.0,1.0,0.0,1,1
Hà Nam,Bán lẻ/Bán sỉ,0.0,9.0,3.0,11,11
Hà Nam,Bảo hiểm,0.0,2.0,0.0,2,2
Hà Nam,Bất Động Sản/Cho thuê,0.0,0.0,1.0,1,1
Hà Nam,Chuỗi cung ứng,0.0,2.0,2.0,3,3
Hà Nam,Cung cấp nhân lực,0.0,4.0,2.0,5,5
Hà Nam,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,2.0,1.0,2,2
Hà Nam,Dệt may/May mặc/Giày dép,0.0,1.0,0.0,1,1
Hà Nam,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0.0,3.0,1.0,4,4
Hà Nam,Hoá chất/Hoá sinh,0.0,3.0,2.0,4,4
Hà Nam,Hậu cần/Giao nhận,0.0,1.0,0.0,2,2
Hà Nam,Khác,0.0,5.0,3.0,5,5
Hà Nam,Kiến trúc/Thiết kế nội thất,0.0,2.0,1.0,2,2
Hà Nam,Kế toán/Kiểm toán,0.0,4.0,1.0,4,4
Hà Nam,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,2.0,1.0,3,3
Hà Nam,Nghệ thuật/Giải trí,0.0,2.0,0.0,2,2
Hà Nam,Ngân hàng,0.0,2.0,1.0,2,2
Hà Nam,Sản xuất,0.0,2.0,7.0,8,8
Hà Nam,Truyền thông/Báo chí/Quảng cáo,0.0,1.0,2.0,2,2
Hà Nam,Điện/Điện tử,0.0,1.0,2.0,2,2
Hà Nội,Bao bì/In ấn/Dán nhãn,0.0,1.0,1.0,1,1
Hà Nội,Bán lẻ/Bán sỉ,0.0,472.0,278.0,566,241
Hà Nội,Bảo hiểm,0.0,26.0,20.0,31,34
Hà Nội,Bất Động Sản/Cho thuê,0.0,34.0,34.0,31,47
Hà Nội,Chuỗi cung ứng,0.0,28.0,16.0,45,42
Hà Nội,Chính phủ & NGO,0.0,1.0,0.0,1,1
Hà Nội,Chứng khoán,0.0,12.0,5.0,14,14
Hà Nội,Cung cấp nhân lực,0.0,116.0,66.0,139,137
Hà Nội,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,47.0,32.0,56,66
Hà Nội,Dược phẩm,0.0,32.0,14.0,51,47
Hà Nội,Dệt may/May mặc/Giày dép,0.0,8.0,5.0,6,8
Hà Nội,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,43.0,14.0,69,51
Hà Nội,Dịch vụ kho bãi,0.0,1.0,0.0,2,2
Hà Nội,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,0.0,17.0,15.0,20,25
Hà Nội,Dịch vụ môi trường/Chất thải,0.0,2.0,3.0,5,5
Hà Nội,Giáo dục/Đào Tạo,0.0,48.0,18.0,77,68
Hà Nội,Hoá chất/Hoá sinh,0.0,21.0,10.0,25,25
Hà Nội,Hậu cần/Giao nhận,0.0,18.0,10.0,29,25
Hà Nội,Hệ thống CNTT & Thiết bị,0.0,26.0,13.0,42,39
Hà Nội,Khai khoáng/Dầu khí,0.0,6.0,3.0,5,6
Hà Nội,Khác,0.0,106.0,63.0,106,117
Hà Nội,Kiến trúc/Thiết kế nội thất,0.0,35.0,38.0,46,66
Hà Nội,Kế toán/Kiểm toán,0.0,139.0,85.0,125,133
Hà Nội,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,48.0,29.0,77,70
Hà Nội,Luật/Dịch vụ pháp lý,0.0,48.0,22.0,58,62
Hà Nội,Làm đẹp (Mỹ phẩm) & Chăm sóc cá nhân,0.0,1.0,0.0,1,1
Hà Nội,Nghiên cứu,0.0,0.0,2.0,2,2
Hà Nội,Nghệ thuật/Giải trí,0.0,37.0,23.0,44,46
Hà Nội,Ngân hàng,0.0,113.0,63.0,136,125
Hà Nội,Nhập khẩu/Xuất khẩu,0.0,14.0,6.0,13,16
Hà Nội,Nông nghiệp/Lâm nghiệp/Nuôi trồng thủy sản,0.0,0.0,1.0,1,1
Hà Nội,Nội thất/Gỗ,0.0,0.0,5.0,6,6
Hà Nội,Phần Mềm CNTT/Dịch vụ Phần mềm,0.0,75.0,46.0,120,91
Hà Nội,Sản xuất,0.0,14.0,10.0,17,17
Hà Nội,Thú y,0.0,0.0,1.0,1,1
Hà Nội,Thương mại điện tử,0.0,7.0,5.0,11,10
Hà Nội,Truyền thông/Báo chí/Quảng cáo,0.0,212.0,149.0,191,240
Hà Nội,Tài Chính,0.0,14.0,11.0,22,21
Hà Nội,Viễn thông,0.0,22.0,10.0,26,26
Hà Nội,Điện/Điện tử,0.0,43.0,21.0,52,51
Hà Tĩnh,Bán lẻ/Bán sỉ,0.0,15.0,3.0,18,18
Hà Tĩnh,Bảo hiểm,0.0,1.0,0.0,1,1
Hà Tĩnh,Chuỗi cung ứng,0.0,1.0,0.0,2,2
Hà Tĩnh,Cung cấp nhân lực,0.0,1.0,0.0,1,1
Hà Tĩnh,Dịch vụ Y tế/Chăm sóc sức khỏe,0.0,1.0,0.0,2,2
Hà Tĩnh,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,2.0,2.0,3,3
Hòa Bình,Bán lẻ/Bán sỉ,0.0,5.0,2.0,6,6
Hòa Bình,Cung cấp nhân lực,0.0,1.0,0.0,1,1
Hòa Bình,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,1.0,2.0,2,2
Hòa Bình,Hậu cần/Giao nhận,0.0,1.0,0.0,2,2
Hòa Bình,Khác,0.0,2.0,0.0,2,2
Hòa Bình,Kiến trúc/Thiết kế nội thất,0.0,1.0,0.0,1,1
Hòa Bình,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,0.0,1.0,2,2
Hòa Bình,Ngân hàng,0.0,0.0,1.0,1,1
Hòa Bình,Truyền thông/Báo chí/Quảng cáo,0.0,1.0,0.0,1,1
Hưng Yên,Bán lẻ/Bán sỉ,0.0,26.0,6.0,31,30
Hưng Yên,Bảo hiểm,0.0,1.0,0.0,1,1
Hưng Yên,Chuỗi cung ứng,0.0,4.0,4.0,6,6
Hưng Yên,Cung cấp nhân lực,0.0,3.0,4.0,5,5
Hưng Yên,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,9.0,13.0,16,18
Hưng Yên,Giáo dục/Đào Tạo,0.0,0.0,1.0,2,2
Hưng Yên,Hoá chất/Hoá sinh,0.0,6.0,0.0,7,7
Hưng Yên,Khai khoáng/Dầu khí,0.0,1.0,0.0,1,1
Hưng Yên,Khác,0.0,5.0,4.0,5,5
Hưng Yên,Kiến trúc/Thiết kế nội thất,0.0,0.0,1.0,1,1
Hưng Yên,Kế toán/Kiểm toán,0.0,4.0,2.0,4,5
Hưng Yên,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,0.0,2.0,3,3
Hưng Yên,Luật/Dịch vụ pháp lý,0.0,1.0,0.0,1,1
Hưng Yên,Nghệ thuật/Giải trí,0.0,2.0,0.0,2,2
Hưng Yên,Ngân hàng,0.0,0.0,1.0,1,1
Hưng Yên,Nhập khẩu/Xuất khẩu,0.0,2.0,0.0,2,2
Hưng Yên,Nội thất/Gỗ,0.0,0.0,1.0,1,1
Hưng Yên,Sản xuất,0.0,4.0,8.0,10,10
Hưng Yên,Truyền thông/Báo chí/Quảng cáo,0.0,4.0,2.0,4,4
Hưng Yên,Viễn thông,0.0,2.0,1.0,2,2
Hưng Yên,Điện/Điện tử,0.0,3.0,0.0,4,4
Hải Dương,Bán lẻ/Bán sỉ,0.0,21.0,13.0,25,27
Hải Dương,Bảo hiểm,0.0,1.0,0.0,1,1
Hải Dương,Chuỗi cung ứng,0.0,1.0,0.0,2,2
Hải Dương,Cơ khí/Máy móc/Thiết bị công nghiệp,0.0,4.0,2.0,5,5
Hải Dương,Dệt may/May mặc/Giày dép,0.0,2.0,0.0,2,2
Hải Dương,Giáo dục/Đào Tạo,0.0,1.0,0.0,2,2
Hải Dương,Hoá chất/Hoá sinh,0.0,0.0,1.0,1,1
Hải Dương,Khác,0.0,3.0,1.0,3,3
Hải Dương,Kỹ thuật xây dựng/Cơ sở hạ tầng,0.0,3.0,3.0,5,5
Hải Dương,Nghiên cứu,0.0,1.0,0.0,1,1
Hải Dương,Nghệ thuật/Giải trí,0.0,1.0,1.0,1,1
Hải Dương,Ngân hàng,0.0,3.0,3.0,4,4
Hải Dương,Nhập khẩu/Xuất khẩu,0.0,0.0,1.0,1,1
Hải Dương,Sản xuất,0.0,5.0,2.0,6,6
Hải Dương,Truyền thông/Báo chí/Quảng cáo,0.0,3.0,3.0,3,3
